factura_id,fecha_emision,fecha_vencimiento,fecha_pago,cliente_id,cliente,sector,ciudad,vendedor,dias_credito,valor_factura,estado
F2025-0401,2025-07-23,2025-09-21,2025-09-29,C006,Textiles Antioquia,Manufactura,Bogotá,C. Peña,60,18800000,pagada
F2025-0402,2025-07-21,2025-08-20,2025-09-16,C002,Constructora Monserrate,Construcción,Medellín,L. Vargas,30,14500000,pagada
F2025-0403,2025-07-17,2025-09-15,2025-09-16,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,D. Torres,60,15600000,pagada
F2025-0404,2025-07-27,2025-09-25,2025-10-18,C019,Plásticos del Pacífico,Manufactura,Barranquilla,D. Torres,60,3700000,pagada
F2025-0405,2025-07-15,2025-08-14,2025-08-19,C039,Eventos y Banquetes Real,Servicios,Barranquilla,D. Torres,30,4800000,pagada
F2025-0406,2025-07-21,2025-09-04,2025-09-04,C021,Consultores Empresariales BGA,Servicios,Bogotá,D. Torres,45,12400000,pagada
F2025-0407,2025-07-18,2025-08-17,2025-09-01,C038,Química Industrial CB,Manufactura,Cali,A. Rojas,30,39900000,pagada
F2025-0408,2025-07-14,2025-08-13,2025-09-16,C009,Obras Civiles del Norte,Construcción,Barranquilla,L. Vargas,30,16800000,pagada
F2025-0409,2025-07-23,2025-08-22,2025-08-21,C018,Ingeniería y Concreto,Construcción,Cali,L. Vargas,30,21000000,pagada
F2025-0410,2025-07-26,2025-09-24,2025-10-16,C006,Textiles Antioquia,Manufactura,Bogotá,D. Torres,60,13300000,pagada
F2025-0411,2025-07-22,2025-09-20,2025-09-25,C023,Electrodomésticos La Rebaja,Retail,Cali,J. Mora,60,19000000,pagada
F2025-0412,2025-07-22,2025-09-05,2025-08-31,C008,Supermercados La Economía,Retail,Cali,J. Mora,45,6100000,pagada
F2025-0413,2025-07-17,2025-08-31,2025-09-02,C020,Droguería Vital,Servicios,Bucaramanga,D. Torres,45,10100000,pagada
F2025-0414,2025-07-02,2025-08-31,2025-08-21,C014,Panificadora Central,Manufactura,Barranquilla,J. Mora,60,7600000,pagada
F2025-0415,2025-07-17,2025-08-31,2025-09-12,C008,Supermercados La Economía,Retail,Cali,J. Mora,45,8900000,pagada
F2025-0416,2025-07-11,2025-08-25,2025-08-25,C004,Ferretería La 80,Retail,Barranquilla,J. Mora,45,3100000,pagada
F2025-0417,2025-07-21,2025-09-04,2025-08-25,C021,Consultores Empresariales BGA,Servicios,Bogotá,C. Peña,45,16700000,pagada
F2025-0418,2025-07-23,2025-08-22,2025-08-28,C038,Química Industrial CB,Manufactura,Cali,A. Rojas,30,30200000,pagada
F2025-0419,2025-07-10,2025-08-24,2025-08-28,C008,Supermercados La Economía,Retail,Cali,D. Torres,45,8900000,pagada
F2025-0420,2025-07-05,2025-08-19,2025-08-28,C017,Modas Capital,Retail,Medellín,J. Mora,45,5900000,pagada
F2025-0421,2025-07-23,2025-08-22,2025-10-01,C009,Obras Civiles del Norte,Construcción,Barranquilla,D. Torres,30,25500000,pagada
F2025-0422,2025-07-07,2025-08-06,2025-08-03,C033,Granos del Tolima,Agroindustria,Cali,C. Peña,30,9900000,pagada
F2025-0423,2025-07-24,2025-09-07,2025-08-31,C017,Modas Capital,Retail,Medellín,J. Mora,45,7200000,pagada
F2025-0424,2025-07-07,2025-08-06,2025-08-14,C039,Eventos y Banquetes Real,Servicios,Barranquilla,J. Mora,30,3900000,pagada
F2025-0425,2025-07-06,2025-08-05,2025-08-02,C010,Café y Cosecha,Agroindustria,Bucaramanga,D. Torres,30,7800000,pagada
F2025-0426,2025-07-10,2025-08-24,2025-08-24,C004,Ferretería La 80,Retail,Barranquilla,C. Peña,45,9900000,pagada
F2025-0427,2025-07-10,2025-09-08,2025-09-09,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,C. Peña,60,5400000,pagada
F2025-0428,2025-07-05,2025-08-04,2025-09-11,C027,Constructora Horizonte,Construcción,Medellín,C. Peña,30,23400000,pagada
F2025-0429,2025-08-04,2025-09-18,2025-09-22,C001,Almacenes El Dorado,Retail,Bogotá,L. Vargas,45,12400000,pagada
F2025-0430,2025-08-24,2025-09-23,2025-09-13,C029,Autopartes La 30,Retail,Barranquilla,J. Mora,30,7600000,pagada
F2025-0431,2025-08-18,2025-10-02,2025-10-21,C013,Constructora Cimientos,Construcción,Cali,C. Peña,45,15780000,pagada
F2025-0432,2025-08-21,2025-09-20,2025-09-19,C035,Tecnología Andina,Retail,Bucaramanga,A. Rojas,30,6500000,pagada
F2025-0433,2025-08-02,2025-09-01,2025-08-28,C015,Transportes El Rápido,Servicios,Bucaramanga,L. Vargas,30,4900000,pagada
F2025-0434,2025-08-21,2025-09-20,2025-09-20,C037,Alimentos La Espiga,Manufactura,Medellín,A. Rojas,30,20100000,pagada
F2025-0435,2025-08-26,2025-09-25,2025-09-20,C010,Café y Cosecha,Agroindustria,Bucaramanga,L. Vargas,30,10600000,pagada
F2025-0436,2025-08-28,2025-09-27,2025-09-24,C022,Maderas del Quindío,Manufactura,Medellín,L. Vargas,30,9200000,pagada
F2025-0437,2025-08-10,2025-09-24,2025-10-02,C031,Seguridad Total Ltda,Servicios,Bogotá,L. Vargas,45,7000000,pagada
F2025-0438,2025-08-28,2025-10-27,2025-10-27,C003,Distribuciones Caribe,Retail,Cali,D. Torres,60,8600000,pagada
F2025-0439,2025-08-18,2025-09-17,2025-09-07,C038,Química Industrial CB,Manufactura,Cali,J. Mora,30,13900000,pagada
F2025-0440,2025-08-24,2025-09-23,2025-10-04,C015,Transportes El Rápido,Servicios,Bucaramanga,C. Peña,30,6600000,pagada
F2025-0441,2025-08-11,2025-09-25,2025-10-07,C020,Droguería Vital,Servicios,Bucaramanga,L. Vargas,45,7600000,pagada
F2025-0442,2025-08-26,2025-09-25,2025-09-21,C026,Calzado Bucaramanga,Manufactura,Bogotá,D. Torres,30,17900000,pagada
F2025-0443,2025-08-04,2025-09-03,2025-08-24,C026,Calzado Bucaramanga,Manufactura,Bogotá,C. Peña,30,6800000,pagada
F2025-0444,2025-08-07,2025-09-21,2025-09-19,C001,Almacenes El Dorado,Retail,Bogotá,A. Rojas,45,5500000,pagada
F2025-0445,2025-08-13,2025-09-12,2025-09-12,C035,Tecnología Andina,Retail,Bucaramanga,D. Torres,30,4500000,pagada
F2025-0446,2025-08-21,2025-10-05,2025-10-11,C025,Frutas Exóticas Export,Agroindustria,Bucaramanga,J. Mora,45,11900000,pagada
F2025-0447,2025-08-19,2025-10-03,2025-10-19,C040,Repuestos El Motor,Retail,Bucaramanga,D. Torres,45,9500000,pagada
F2025-0448,2025-08-28,2025-10-27,2025-12-17,C019,Plásticos del Pacífico,Manufactura,Barranquilla,J. Mora,60,13700000,pagada
F2025-0449,2025-08-12,2025-09-26,2025-09-26,C025,Frutas Exóticas Export,Agroindustria,Bucaramanga,D. Torres,45,5300000,pagada
F2025-0450,2025-08-06,2025-09-05,2025-09-04,C034,Muebles Modernos,Manufactura,Barranquilla,J. Mora,30,12700000,pagada
F2025-0451,2025-08-18,2025-09-17,2025-09-18,C037,Alimentos La Espiga,Manufactura,Medellín,C. Peña,30,12500000,pagada
F2025-0452,2025-08-08,2025-09-22,2025-09-28,C021,Consultores Empresariales BGA,Servicios,Bogotá,A. Rojas,45,4800000,pagada
F2025-0453,2025-08-12,2025-09-11,2025-09-07,C015,Transportes El Rápido,Servicios,Bucaramanga,L. Vargas,30,7500000,pagada
F2025-0454,2025-08-03,2025-10-02,2025-11-18,C019,Plásticos del Pacífico,Manufactura,Barranquilla,A. Rojas,60,14300000,pagada
F2025-0455,2025-08-05,2025-09-19,2025-10-01,C031,Seguridad Total Ltda,Servicios,Bogotá,C. Peña,45,7100000,pagada
F2025-0456,2025-08-07,2025-09-21,2025-09-26,C004,Ferretería La 80,Retail,Barranquilla,L. Vargas,45,17400000,pagada
F2025-0457,2025-08-25,2025-09-24,2025-09-19,C029,Autopartes La 30,Retail,Barranquilla,L. Vargas,30,4900000,pagada
F2025-0458,2025-08-16,2025-09-30,2025-10-04,C001,Almacenes El Dorado,Retail,Bogotá,J. Mora,45,8400000,pagada
F2025-0459,2025-08-05,2025-10-04,2025-10-14,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,L. Vargas,60,6300000,pagada
F2025-0460,2025-08-02,2025-09-16,2025-09-06,C020,Droguería Vital,Servicios,Bucaramanga,L. Vargas,45,5900000,pagada
F2025-0461,2025-08-02,2025-10-01,2025-11-15,C019,Plásticos del Pacífico,Manufactura,Barranquilla,L. Vargas,60,4700000,pagada
F2025-0462,2025-08-28,2025-10-12,2025-10-12,C020,Droguería Vital,Servicios,Bucaramanga,C. Peña,45,6700000,pagada
F2025-0463,2025-08-15,2025-09-29,2025-09-25,C020,Droguería Vital,Servicios,Bucaramanga,D. Torres,45,6000000,pagada
F2025-0464,2025-08-27,2025-10-11,2025-10-17,C017,Modas Capital,Retail,Medellín,L. Vargas,45,15100000,pagada
F2025-0465,2025-08-09,2025-10-08,2025-10-27,C019,Plásticos del Pacífico,Manufactura,Barranquilla,J. Mora,60,12600000,pagada
F2025-0466,2025-08-10,2025-10-09,2025-10-17,C023,Electrodomésticos La Rebaja,Retail,Cali,J. Mora,60,3900000,pagada
F2025-0467,2025-08-23,2025-10-07,2025-09-30,C031,Seguridad Total Ltda,Servicios,Bogotá,L. Vargas,45,19000000,pagada
F2025-0468,2025-08-10,2025-10-09,2025-10-21,C023,Electrodomésticos La Rebaja,Retail,Cali,J. Mora,60,19100000,pagada
F2025-0469,2025-08-07,2025-09-06,2025-09-08,C026,Calzado Bucaramanga,Manufactura,Bogotá,A. Rojas,30,15500000,pagada
F2025-0470,2025-08-03,2025-09-02,2025-09-03,C034,Muebles Modernos,Manufactura,Barranquilla,C. Peña,30,10200000,pagada
F2025-0471,2025-08-18,2025-10-02,2025-10-08,C040,Repuestos El Motor,Retail,Bucaramanga,L. Vargas,45,9000000,pagada
F2025-0472,2025-08-07,2025-09-06,2025-09-16,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,J. Mora,30,4800000,pagada
F2025-0473,2025-08-09,2025-09-08,2025-09-08,C029,Autopartes La 30,Retail,Barranquilla,J. Mora,30,6100000,pagada
F2025-0474,2025-08-13,2025-09-12,2025-09-10,C010,Café y Cosecha,Agroindustria,Bucaramanga,C. Peña,30,6300000,pagada
F2025-0475,2025-08-17,2025-10-01,2025-10-08,C008,Supermercados La Economía,Retail,Cali,D. Torres,45,6400000,pagada
F2025-0476,2025-08-22,2025-10-21,2025-10-30,C032,Acabados y Pinturas,Construcción,Medellín,A. Rojas,60,12360000,pagada
F2025-0477,2025-08-25,2025-10-24,2025-10-14,C003,Distribuciones Caribe,Retail,Cali,A. Rojas,60,4200000,pagada
F2025-0478,2025-08-07,2025-09-06,2025-08-28,C034,Muebles Modernos,Manufactura,Barranquilla,J. Mora,30,15200000,pagada
F2025-0479,2025-08-16,2025-09-30,2025-10-23,C031,Seguridad Total Ltda,Servicios,Bogotá,D. Torres,45,5300000,pagada
F2025-0480,2025-08-23,2025-10-07,2025-09-29,C040,Repuestos El Motor,Retail,Bucaramanga,C. Peña,45,9300000,pagada
F2025-0481,2025-08-04,2025-09-03,2025-10-13,C027,Constructora Horizonte,Construcción,Medellín,J. Mora,30,4620000,pagada
F2025-0482,2025-08-03,2025-09-02,2025-09-06,C035,Tecnología Andina,Retail,Bucaramanga,D. Torres,30,6900000,pagada
F2025-0483,2025-09-22,2025-11-06,2025-12-31,C013,Constructora Cimientos,Construcción,Cali,C. Peña,45,18500000,pagada
F2025-0484,2025-09-23,2025-10-23,2025-12-08,C009,Obras Civiles del Norte,Construcción,Barranquilla,L. Vargas,30,12200000,pagada
F2025-0485,2025-09-19,2025-11-03,2025-11-07,C001,Almacenes El Dorado,Retail,Bogotá,L. Vargas,45,6600000,pagada
F2025-0486,2025-09-06,2025-10-06,2025-11-03,C036,Construred,Construcción,Bogotá,C. Peña,30,32900000,pagada
F2025-0487,2025-09-19,2025-10-19,2025-10-16,C034,Muebles Modernos,Manufactura,Barranquilla,L. Vargas,30,10400000,pagada
F2025-0488,2025-09-07,2025-10-07,2025-10-24,C033,Granos del Tolima,Agroindustria,Cali,C. Peña,30,13300000,pagada
F2025-0489,2025-09-13,2025-11-12,2025-11-14,C003,Distribuciones Caribe,Retail,Cali,J. Mora,60,5300000,pagada
F2025-0490,2025-09-10,2025-11-09,2025-11-06,C014,Panificadora Central,Manufactura,Barranquilla,J. Mora,60,9900000,pagada
F2025-0491,2025-09-18,2025-10-18,2025-10-18,C039,Eventos y Banquetes Real,Servicios,Barranquilla,A. Rojas,30,4000000,pagada
F2025-0492,2025-09-13,2025-11-12,2025-11-06,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,A. Rojas,60,20500000,pagada
F2025-0493,2025-09-24,2025-11-23,2025-11-25,C006,Textiles Antioquia,Manufactura,Bogotá,J. Mora,60,11400000,pagada
F2025-0494,2025-09-27,2025-11-26,2025-12-08,C006,Textiles Antioquia,Manufactura,Bogotá,D. Torres,60,30200000,pagada
F2025-0495,2025-09-21,2025-10-21,2025-10-24,C011,Metalmecánica Bolívar,Manufactura,Bogotá,L. Vargas,30,7600000,pagada
F2025-0496,2025-09-18,2025-10-18,2025-10-27,C039,Eventos y Banquetes Real,Servicios,Barranquilla,J. Mora,30,12600000,pagada
F2025-0497,2025-09-12,2025-10-27,2025-10-21,C007,Servicios Logísticos Andinos,Servicios,Medellín,D. Torres,45,2200000,pagada
F2025-0498,2025-09-10,2025-10-10,2025-10-21,C037,Alimentos La Espiga,Manufactura,Medellín,D. Torres,30,24200000,pagada
F2025-0499,2025-09-15,2025-10-15,2025-10-26,C028,Papelería Nacional,Retail,Cali,D. Torres,30,9700000,pagada
F2025-0500,2025-09-05,2025-10-05,2025-10-09,C037,Alimentos La Espiga,Manufactura,Medellín,A. Rojas,30,14000000,pagada
F2025-0501,2025-09-11,2025-10-11,2025-10-11,C034,Muebles Modernos,Manufactura,Barranquilla,J. Mora,30,6100000,pagada
F2025-0502,2025-09-07,2025-11-06,2025-11-03,C014,Panificadora Central,Manufactura,Barranquilla,D. Torres,60,13100000,pagada
F2025-0503,2025-09-28,2025-10-28,2025-11-02,C034,Muebles Modernos,Manufactura,Barranquilla,A. Rojas,30,13800000,pagada
F2025-0504,2025-09-12,2025-10-27,2025-10-29,C007,Servicios Logísticos Andinos,Servicios,Medellín,J. Mora,45,5400000,pagada
F2025-0505,2025-09-05,2025-11-04,2025-11-05,C012,Comercial Santa Fe,Retail,Medellín,C. Peña,60,10500000,pagada
F2025-0506,2025-09-05,2025-10-05,2025-10-19,C009,Obras Civiles del Norte,Construcción,Barranquilla,J. Mora,30,33900000,pagada
F2025-0507,2025-09-23,2025-11-22,2025-11-23,C006,Textiles Antioquia,Manufactura,Bogotá,C. Peña,60,15800000,pagada
F2025-0508,2025-09-20,2025-11-04,2025-11-11,C004,Ferretería La 80,Retail,Barranquilla,C. Peña,45,6900000,pagada
F2025-0509,2025-09-01,2025-10-16,2025-10-16,C008,Supermercados La Economía,Retail,Cali,L. Vargas,45,10600000,pagada
F2025-0510,2025-09-21,2025-10-21,2025-11-02,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,L. Vargas,30,14100000,pagada
F2025-0511,2025-09-11,2025-10-11,2025-10-19,C016,Insumos Agrícolas Llanos,Retail,Bogotá,D. Torres,30,5700000,pagada
F2025-0512,2025-09-27,2025-11-26,2025-11-21,C003,Distribuciones Caribe,Retail,Cali,D. Torres,60,17100000,pagada
F2025-0513,2025-09-26,2025-11-25,2025-11-27,C003,Distribuciones Caribe,Retail,Cali,L. Vargas,60,11900000,pagada
F2025-0514,2025-09-02,2025-10-17,2025-10-24,C040,Repuestos El Motor,Retail,Bucaramanga,C. Peña,45,10200000,pagada
F2025-0515,2025-09-05,2025-10-20,2025-10-20,C004,Ferretería La 80,Retail,Barranquilla,D. Torres,45,9400000,pagada
F2025-0516,2025-09-20,2025-11-19,2025-11-16,C003,Distribuciones Caribe,Retail,Cali,J. Mora,60,5700000,pagada
F2025-0517,2025-09-15,2025-10-15,2025-11-04,C002,Constructora Monserrate,Construcción,Medellín,A. Rojas,30,32700000,pagada
F2025-0518,2025-09-28,2025-11-27,2025-11-29,C006,Textiles Antioquia,Manufactura,Bogotá,D. Torres,60,5600000,pagada
F2025-0519,2025-09-28,2025-10-28,2025-11-04,C022,Maderas del Quindío,Manufactura,Medellín,D. Torres,30,11800000,pagada
F2025-0520,2025-09-04,2025-10-04,2025-10-04,C034,Muebles Modernos,Manufactura,Barranquilla,A. Rojas,30,15500000,pagada
F2025-0521,2025-09-20,2025-11-04,2025-10-31,C030,Lácteos San Fernando,Manufactura,Bucaramanga,A. Rojas,45,17300000,pagada
F2025-0522,2025-09-23,2025-11-22,2025-11-27,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,A. Rojas,60,22400000,pagada
F2025-0523,2025-09-15,2025-10-30,2025-10-23,C004,Ferretería La 80,Retail,Barranquilla,J. Mora,45,11400000,pagada
F2025-0524,2025-09-11,2025-10-26,2025-10-30,C031,Seguridad Total Ltda,Servicios,Bogotá,A. Rojas,45,10300000,pagada
F2025-0525,2025-09-04,2025-10-04,2025-11-19,C002,Constructora Monserrate,Construcción,Medellín,A. Rojas,30,20000000,pagada
F2025-0526,2025-09-10,2025-10-10,2025-10-19,C026,Calzado Bucaramanga,Manufactura,Bogotá,D. Torres,30,15600000,pagada
F2025-0527,2025-09-23,2025-11-07,2025-10-30,C017,Modas Capital,Retail,Medellín,J. Mora,45,6400000,pagada
F2025-0528,2025-09-27,2025-10-27,2025-12-12,C036,Construred,Construcción,Bogotá,L. Vargas,30,9700000,pagada
F2025-0529,2025-09-26,2025-11-10,2025-11-28,C013,Constructora Cimientos,Construcción,Cali,D. Torres,45,41800000,pagada
F2025-0530,2025-09-21,2025-10-21,2025-10-19,C026,Calzado Bucaramanga,Manufactura,Bogotá,A. Rojas,30,26500000,pagada
F2025-0531,2025-09-11,2025-10-11,2025-10-15,C018,Ingeniería y Concreto,Construcción,Cali,A. Rojas,30,8900000,pagada
F2025-0532,2025-09-07,2025-10-22,2025-10-12,C021,Consultores Empresariales BGA,Servicios,Bogotá,J. Mora,45,7100000,pagada
F2025-0533,2025-09-07,2025-10-07,2025-10-02,C038,Química Industrial CB,Manufactura,Cali,J. Mora,30,22200000,pagada
F2025-0534,2025-09-18,2025-10-18,2025-10-18,C029,Autopartes La 30,Retail,Barranquilla,J. Mora,30,3200000,pagada
F2025-0535,2025-09-25,2025-11-09,2025-11-15,C017,Modas Capital,Retail,Medellín,C. Peña,45,4200000,pagada
F2025-0536,2025-09-03,2025-10-03,2025-10-01,C018,Ingeniería y Concreto,Construcción,Cali,A. Rojas,30,13600000,pagada
F2025-0537,2025-09-13,2025-10-13,2025-10-13,C029,Autopartes La 30,Retail,Barranquilla,C. Peña,30,11100000,pagada
F2025-0538,2025-09-09,2025-11-08,2025-11-10,C014,Panificadora Central,Manufactura,Barranquilla,L. Vargas,60,8300000,pagada
F2025-0539,2025-09-25,2025-11-09,2025-11-14,C007,Servicios Logísticos Andinos,Servicios,Medellín,J. Mora,45,5300000,pagada
F2025-0540,2025-09-07,2025-11-06,2025-12-20,C019,Plásticos del Pacífico,Manufactura,Barranquilla,L. Vargas,60,17600000,pagada
F2025-0541,2025-09-02,2025-11-01,2025-10-22,C003,Distribuciones Caribe,Retail,Cali,L. Vargas,60,14500000,pagada
F2025-0542,2025-09-14,2025-10-29,2025-10-29,C007,Servicios Logísticos Andinos,Servicios,Medellín,D. Torres,45,10300000,pagada
F2025-0543,2025-09-19,2025-11-03,2025-11-14,C017,Modas Capital,Retail,Medellín,J. Mora,45,5200000,pagada
F2025-0544,2025-09-06,2025-11-05,2025-11-06,C032,Acabados y Pinturas,Construcción,Medellín,L. Vargas,60,36600000,pagada
F2025-0545,2025-10-27,2025-11-26,2025-11-23,C022,Maderas del Quindío,Manufactura,Medellín,C. Peña,30,12300000,pagada
F2025-0546,2025-10-25,2025-12-09,2026-01-12,C013,Constructora Cimientos,Construcción,Cali,C. Peña,45,16500000,pagada
F2025-0547,2025-10-05,2025-11-04,2025-11-10,C038,Química Industrial CB,Manufactura,Cali,D. Torres,30,10100000,pagada
F2025-0548,2025-10-09,2025-11-08,2025-11-07,C039,Eventos y Banquetes Real,Servicios,Barranquilla,J. Mora,30,6200000,pagada
F2025-0549,2025-10-12,2025-12-11,2025-12-11,C006,Textiles Antioquia,Manufactura,Bogotá,D. Torres,60,12600000,pagada
F2025-0550,2025-10-01,2025-11-15,2025-11-05,C030,Lácteos San Fernando,Manufactura,Bucaramanga,C. Peña,45,30000000,pagada
F2025-0551,2025-10-19,2025-12-03,2025-12-06,C001,Almacenes El Dorado,Retail,Bogotá,D. Torres,45,3600000,pagada
F2025-0552,2025-10-07,2025-11-06,2025-11-09,C015,Transportes El Rápido,Servicios,Bucaramanga,J. Mora,30,8100000,pagada
F2025-0553,2025-10-23,2025-11-22,2025-11-22,C039,Eventos y Banquetes Real,Servicios,Barranquilla,C. Peña,30,6600000,pagada
F2025-0554,2025-10-17,2025-12-01,2025-12-04,C007,Servicios Logísticos Andinos,Servicios,Medellín,J. Mora,45,5700000,pagada
F2025-0555,2025-10-10,2025-11-09,2025-10-30,C016,Insumos Agrícolas Llanos,Retail,Bogotá,A. Rojas,30,5900000,pagada
F2025-0556,2025-10-22,2025-11-21,2025-12-31,C009,Obras Civiles del Norte,Construcción,Barranquilla,L. Vargas,30,28100000,pagada
F2025-0557,2025-10-17,2025-12-01,2025-12-06,C030,Lácteos San Fernando,Manufactura,Bucaramanga,J. Mora,45,14600000,pagada
F2025-0558,2025-10-23,2025-12-22,2026-01-22,C019,Plásticos del Pacífico,Manufactura,Barranquilla,L. Vargas,60,13400000,pagada
F2025-0559,2025-10-28,2025-12-27,2025-12-24,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,L. Vargas,60,11400000,pagada
F2025-0560,2025-10-16,2025-11-15,2025-11-05,C038,Química Industrial CB,Manufactura,Cali,A. Rojas,30,15700000,pagada
F2025-0561,2025-10-28,2025-12-12,2025-12-05,C021,Consultores Empresariales BGA,Servicios,Bogotá,A. Rojas,45,6200000,pagada
F2025-0562,2025-10-24,2025-12-08,2025-11-29,C030,Lácteos San Fernando,Manufactura,Bucaramanga,A. Rojas,45,18600000,pagada
F2025-0563,2025-10-28,2025-12-12,2025-12-13,C004,Ferretería La 80,Retail,Barranquilla,J. Mora,45,11400000,pagada
F2025-0564,2025-10-27,2025-11-26,2026-01-02,C009,Obras Civiles del Norte,Construcción,Barranquilla,A. Rojas,30,23600000,pagada
F2025-0565,2025-10-03,2025-11-02,2025-11-08,C038,Química Industrial CB,Manufactura,Cali,J. Mora,30,18200000,pagada
F2025-0566,2025-10-15,2025-11-14,2025-11-17,C035,Tecnología Andina,Retail,Bucaramanga,L. Vargas,30,6000000,pagada
F2025-0567,2025-10-15,2025-11-14,2025-12-04,C027,Constructora Horizonte,Construcción,Medellín,A. Rojas,30,12100000,pagada
F2025-0568,2025-10-08,2025-11-07,2025-11-10,C016,Insumos Agrícolas Llanos,Retail,Bogotá,C. Peña,30,2600000,pagada
F2025-0569,2025-10-15,2025-11-29,2025-11-27,C008,Supermercados La Economía,Retail,Cali,J. Mora,45,15300000,pagada
F2025-0570,2025-10-09,2025-11-08,2025-11-11,C035,Tecnología Andina,Retail,Bucaramanga,D. Torres,30,7100000,pagada
F2025-0571,2025-10-06,2025-12-05,2025-12-15,C032,Acabados y Pinturas,Construcción,Medellín,D. Torres,60,17900000,pagada
F2025-0572,2025-10-19,2025-11-18,2025-11-28,C010,Café y Cosecha,Agroindustria,Bucaramanga,D. Torres,30,11400000,pagada
F2025-0573,2025-10-10,2025-12-09,2025-12-05,C024,Vidrios y Aluminios Cali,Manufactura,Barranquilla,J. Mora,60,33200000,pagada
F2025-0574,2025-10-11,2025-11-25,2025-12-02,C025,Frutas Exóticas Export,Agroindustria,Bucaramanga,C. Peña,45,6400000,pagada
F2025-0575,2025-10-06,2025-11-20,2025-11-12,C020,Droguería Vital,Servicios,Bucaramanga,J. Mora,45,6800000,pagada
F2025-0576,2025-10-02,2025-11-01,2025-11-13,C038,Química Industrial CB,Manufactura,Cali,L. Vargas,30,8100000,pagada
F2025-0577,2025-10-07,2025-11-06,2025-11-13,C005,Agroinsumos del Valle,Agroindustria,Bucaramanga,L. Vargas,30,11800000,pagada
F2025-0578,2025-10-27,2025-11-26,2025-11-23,C011,Metalmecánica Bolívar,Manufactura,Bogotá,D. Torres,30,6200000,pagada
F2025-0579,2025-10-20,2025-12-04,2025-12-21,C004,Ferretería La 80,Retail,Barranquilla,D. Torres,45,4400000,pagada
F2025-0580,2025-10-05,2025-11-04,2025-11-04,C028,Papelería Nacional,Retail,Cali,J. Mora,30,10100000,pagada
F2025-0581,2025-10-05,2025-11-04,2025-11-05,C026,Calzado Bucaramanga,Manufactura,Bogotá,A. Rojas,30,21600000,pagada
F2025-0582,2025-10-26,2025-12-10,2025-12-09,C040,Repuestos El Motor,Retail,Bucaramanga,L. Vargas,45,7800000,pagada
F2025-0583,2025-10-04,2025-11-03,2025-11-03,C022,Maderas del Quindío,Manufactura,Medellín,L. Vargas,30,5700000,pagada
F2025-0584,2025-10-01,2025-11-15,2025-11-06,C007,Servicios Logísticos Andinos,Servicios,Medellín,L. Vargas,45,5000000,pagada
F2025-0585,2025-10-11,2025-12-10,2025-12-22,C019,Plásticos del Pacífico,Manufactura,Barranquilla,C. Peña,60,14300000,pagada
F2025-0586,2025-10-10,2025-11-24,2025-11-29,C004,Ferretería La 80,Retail,Barranquilla,C. Peña,45,10200000,pagada
F2025-0587,2025-10-06,2025-11-05,2025-12-25,C027,Constructora Horizonte,Construcción,Medellín,C. Peña,30,23600000,pagada
F2025-0588,2025-10-26,2025-11-25,2025-12-27,C027,Constructora Horizonte,Construcción,Medellín,L. Vargas,30,21100000,pagada
F2025-0589,2025-10-09,2025-11-08,2025-11-11,C035,Tecnología Andina,Retail,Bucaramanga,J. Mora,30,10500000,pagada
F2025-0590,2025-10-24,2025-12-23,2026-01-01,C014,Panificadora Central,Manufactura,Barranquilla,A. Rojas,60,14900000,pagada
F2025-0591,2025-10-22,2025-12-06,2026-01-23,C013,Constructora Cimientos,Construcción,Cali,A. Rojas,45,31300000,pagada
F2025-0592,2025-10-27,2025-12-26,2026-01-10,C003,Distribuciones Caribe,Retail,Cali,D. Torres,60,3800000,pagada
F2025-0593,2025-10-22,2025-12-06,2025-12-02,C017,Modas Capital,Retail,Medellín,A. Rojas,45,3900000,pagada
F2025-0594,2025-10-01,2025-11-15,2025-11-13,C020,Droguería Vital,Servicios,Bucaramanga,L. Vargas,45,5700000,pagada
F2025-0595,2025-10-17,2025-12-01,2025-11-26,C031,Seguridad Total Ltda,Servicios,Bogotá,J. Mora,45,4100000,pagada
F2025-0596,2025-10-08,2025-11-22,2025-11-28,C031,Seguridad Total Ltda,Servicios,Bogotá,J. Mora,45,7700000,pagada
F2025-0597,2025-10-13,2025-12-12,2025-12-18,C006,Textiles Antioquia,Manufactura,Bogotá,L. Vargas,60,15300000,pagada
F2025-0598,2025-10-12,2025-12-11,2025-12-13,C012,Comercial Santa Fe,Retail,Medellín,L. Vargas,60,8700000,pagada
F2025-0599,2025-10-26,2025-12-10,2025-12-16,C021,Consultores Empresariales BGA,Servicios,Bogotá,J. Mora,45,9200000,pagada
F2025-0600,2025-10-15,2025-12-14,2025-12-16,C014,Panificadora Central,Manufactura,Barranquilla,C. Peña,60,9700000,pagada
F2025-0601,2025-10-15,2025-11-14,2026-01-17,C002,Constructora Monserrate,Construcción,Medellín,J. Mora,30,24000000,pagada
